公路編號,樁號,編碼樁號,交流道名稱,南（東）向出口預告地名,北（西）向出口預告地名,縣市,鄉鎮市區,備註,TWD97-X,TWD97-Y,WGS84-X,WGS84-Y,工程處,工務段
台61,2,P0610002,八里一交流道,,八里,新北市,八里區,(公路總局),290751.2,2783567.2,121.40424,25.160058,第一區養護工程處,中和工務段
台61,4,P0610004,八里二交流道,,,新北市,八里區,,290490.5,2783324.8,121.4016469,25.157877,第一區養護工程處,中和工務段
台61,5,P0610005,八里三交流道,"台15線,八里",八里;臺北港,新北市,八里區,,288641.8,2781834.1,121.383267,25.1444677,第一區養護工程處,中和工務段
台61,12,P0610012,八里交流道,,"台15線,八里;台64線,快速公路",新北市,林口區,,286379.1,2780636.8,121.3607932,25.1337149,第一區養護工程處,中和工務段
台61,19,P0610019,蘆竹交流道,"台15線,桃園機場;台15線,蘆竹","台15線,蘆竹",桃園市,蘆竹區,,278337.5,2778742.4,121.281002,25.116784,第一區養護工程處,中壢工務段
台61,22,P0610022,竹圍交流道,竹圍,,桃園市,大園區,,274222.8,2778184.2,121.2401894,25.1118166,第一區養護工程處,中壢工務段
台61,24,P0610024,沙崙交流道,,"台15甲,沙崙;台15甲,竹圍",桃園市,大園區,,271434.4,2777256.5,121.2125259,25.103483,第一區養護工程處,中壢工務段
台61,29,P0610029,大園交流道,桃園機場;大園,大園;桃園機場,桃園市,大園區,,270170.7,2776343.8,121.1999832,25.0952605,第一區養護工程處,中壢工務段
台61,33,P0610033,草漯交流道,草漯,草漯,桃園市,大園區,,265790.7,2774175.8,121.1565326,25.0757398,第一區養護工程處,中壢工務段
台61,38,P0610038,桃科交流道,桃園科技工業園區,,桃園市,觀音區,,260436.5,2772306.4,121.1034428,25.0589088,第一區養護工程處,中壢工務段
台61,42,P0610042,觀音交流道,"台66線,觀音","台66線,觀音",桃園市,觀音區,,257133.5,2770167.8,121.0706936,25.0396203,第一區養護工程處,中壢工務段
台61,47,P0610047,永安交流道,新屋,新屋,桃園市,新屋區,,253156.7,2766710.6,121.031275,25.0084204,第一區養護工程處,中壢工務段
台61,57,P0610057,新豐一交流道,新豐,,新竹縣,新豐鄉,,247449.7,2757421.2,120.9747496,24.9245534,第一區養護工程處,新竹工務段
台61,63,P0610063,新豐一交流道,,新豐,新竹縣,新豐鄉,,247302.6,2757207.1,120.9732936,24.9226196,第一區養護工程處,新竹工務段
台61,66,P0610066,新豐二交流道,,台15,新竹縣,新豐鄉,,246644.3,2754393.9,120.9667827,24.8972196,第一區養護工程處,新竹工務段
台61,90,P0610090,西濱交流道,,國道3號，新竹,苗栗縣,竹南鎮,,236393.9,2732465.9,120.8655321,24.6991832,第二區養護工程處,苗栗工務段
台61,102,P0610102,溪洲交流道,後龍;水尾,溪洲;後龍,苗栗縣,後龍鎮,,227544.3,2725116.9,120.778189,24.6327271,第二區養護工程處,苗栗工務段
台61,105,P0610105,後龍交流道,"國道3號,後龍交流道;台6線,苗栗","台6線,苗栗;國道3號,後龍交流道",苗栗縣,後龍鎮,,226604.7,2723895.3,120.7689283,24.6216839,第二區養護工程處,苗栗工務段
台61,109,P0610109,赤土崎交流道,赤土崎,赤土崎,苗栗縣,後龍鎮,,223458.5,2720953.1,120.7379097,24.5950686,第二區養護工程處,苗栗工務段
台61,111,P0610111,白沙屯交流道,"台1線,白沙屯;台1線,西湖","台1線,白沙屯;台1線,西湖",苗栗縣,通霄鎮,,221097.4,2717538,120.7146643,24.5641922,第二區養護工程處,苗栗工務段
台61,115,P0610115,新埔交流道,"台1線,新埔","台1線,新埔",苗栗縣,通霄鎮,,219942.6,2715590.8,120.7033058,24.5465888,第二區養護工程處,苗栗工務段
台61,121,P0610121,通霄一交流道,"台1線,通霄","台1線,通霄",苗栗縣,通霄鎮,,218226.7,2712357.7,120.686441,24.5173641,第二區養護工程處,苗栗工務段
台61,122,P0610122,通霄二交流道,通霄,,苗栗縣,通霄鎮,,217379,2710482.1,120.6781181,24.5004113,第二區養護工程處,苗栗工務段
台61,127,P0610127,苑裡交流道,苑裡;苑港漁港,,苗栗縣,通霄鎮,,215896.7,2708070.7,120.6635504,24.4786078,第二區養護工程處,苗栗工務段
台61,130,P0610130,房裡交流道,"國道3號,苑裡交流道;苑裡",,苗栗縣,苑裡鎮,,212882.3,2703238.7,120.6339377,24.4349109,第二區養護工程處,苗栗工務段
台61,134,P0610134,大甲交流道,,大甲;苑裡,臺中市,大甲區,,210385,2699382,120.6094162,24.4000276,第二區養護工程處,臺中工務段
台61,136,P0610136,福住交流道,大甲,,臺中市,大甲區,,210667.3,2699767.5,120.6121892,24.403516,第二區養護工程處,臺中工務段
台61,139,P0610139,大安一交流道,大安,大甲,臺中市,大安區,,208733.8,2697563.9,120.593189,24.3835695,第二區養護工程處,臺中工務段
台61,144,P0610144,大安二交流道,,大安,臺中市,大安區,,206316.1,2692113.7,120.5695223,24.334294,第二區養護工程處,臺中工務段
台61,150,P0610150,清水交流道,"國道4號;台17線,清水台中港","國道4號;台10線,清水",臺中市,清水區,,204770.5,2688465.5,120.5544066,24.3013112,第二區養護工程處,臺中工務段
